zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,rmse_mean,rmse_std,spec_bandwidth_mean,spec_bandwidth_std,spec_rolloff_mean,spec_rolloff_std,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_delta_1_mean,mfcc_delta_2_mean,mfcc_delta_3_mean,mfcc_delta_4_mean,mfcc_delta_5_mean,mfcc_delta_6_mean,mfcc_delta_7_mean,mfcc_delta_8_mean,mfcc_delta_9_mean,mfcc_delta_10_mean,mfcc_delta_1_std,mfcc_delta_2_std,mfcc_delta_3_std,mfcc_delta_4_std,mfcc_delta_5_std,mfcc_delta_6_std,mfcc_delta_7_std,mfcc_delta_8_std,mfcc_delta_9_std,mfcc_delta_10_std,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,chroma_12_std,label
0.11954878579721362,0.09478798217808339,3499.5758498620153,1300.8479748560585,0.27653457111774166,0.11744839761564224,3215.124383112822,472.32718860329254,7362.072149223587,2106.4528846332455,-63.48116500886739,73.4487257523904,41.018942140803986,37.89242110632238,14.789692835126868,30.41088413859081,22.25269409054573,18.402745116239785,14.4320578375837,13.951205668342938,4.924584537790656,13.757522776513335,13.48522255304428,10.985935108916355,2.9372465826063516,11.456227046401157,8.009194744306821,10.230160059137004,7.7209411803459975,11.713288439485426,-0.1658635800625068,11.80451770263942,-0.235406252373898,6.453095724753383,-0.012404006187899193,5.677982597918844,0.07226057086953022,3.3114797488728223,-0.01380989382269824,2.6106728763017264,-0.030573297802347334,2.3678620453582333,-0.0047915290187663705,1.9165492990058461,-0.016399130571476614,1.9312931020128619,0.026122980358916328,1.7063835757831876,0.002029198799884212,1.8699356372106077,0.49862674178502264,0.32467412626696995,0.5447036979557628,0.33606951249338424,0.5337848621233144,0.2942695480306557,0.6401677656480494,0.30892382317873707,0.48604479580526544,0.2784642226343917,0.39608624453682323,0.3100588740896498,0.37760495955244155,0.31396935215756294,0.4134815274867526,0.2851420465348222,0.5246164816703457,0.3456713019699251,0.4725446818315715,0.3133106191514808,0.43153481184787496,0.27457255078701115,0.438080674829358,0.27649875987904615,pop
0.04659986938854489,0.022640612268191057,986.0229094956285,339.48301692420233,0.08567822294384703,0.03446622485307455,1253.259965754379,313.3603334631835,1788.8058500024188,746.0308545999402,-248.82901376541184,56.90805905426584,169.15341970721266,25.56986341022683,-20.256886801644928,24.371995924066855,24.237682532299967,13.87273798797093,-3.273988080087,10.40934088274436,17.365315824101216,8.846670463222749,-0.8518683660556289,9.434164776488753,4.887395175225779,9.166144020326284,-1.9404498770971417,9.431668148132124,8.357590120597152,7.457672108708788,0.1913374927011679,7.636990494705794,-0.018784036286274456,4.316230543013192,-0.04490639866079599,3.3305416822280516,0.007515704064650156,2.213384604384645,-0.0051734610385010624,1.7946025698557748,0.01715348263475871,1.6584947227071885,-0.02339757464328008,1.6040408667024983,-0.008052648122612699,1.3386127138373787,-0.04773657541540408,1.5174743600252407,-0.011484951235446935,1.2415075121758117,0.2704218264896965,0.2828882486712649,0.2584317839320968,0.26795664121030904,0.3944208958364977,0.3826651769441697,0.3648592316287486,0.3005133952051139,0.4388090559928721,0.35593445551270114,0.2759236538796772,0.30324981345309293,0.15069078069217012,0.1791018125402837,0.2182305702768791,0.3054213997427497,0.23809130487447439,0.24772500295398464,0.33207385689283264,0.34473677789322965,0.24593863714358052,0.274518044446711,0.23539398771410824,0.20732631204725538,jazz
0.17168603666795665,0.08265516310625126,3452.9825817635096,916.9586432194229,0.10142348728635732,0.0549780807661682,3201.00927233045,395.93932678085037,7441.505002237326,1551.1692024066651,-105.6985864724168,40.872904364231324,62.5838975371222,22.79564226516753,13.963204338039407,19.282448867185572,6.26374748068928,14.23603770496598,4.491979755299749,13.285874017544248,7.787324550420323,10.35332105232333,2.6618649458495365,8.543202439285476,4.214158824053896,7.681760344497168,-2.32002946402843,8.727743277300899,-1.0726302424359249,7.43678368481128,0.06217712984599127,8.296847785095608,0.010678342802683613,3.8285740289728922,0.046498769964884404,3.433865953500112,0.016638169803436062,2.2994994836034888,0.02195775117790009,1.8124120987195764,0.04218823380981667,1.986110116764886,0.012250469490776168,1.5149978486408509,0.006887238714901656,1.5227409477962734,0.0070222763506113195,1.5303372477753225,0.016880239790014278,1.4482113563672334,0.3697230576900852,0.259241494021463,0.40021711532401366,0.290868922815563,0.34312418222733004,0.28643465901758997,0.32678600406597136,0.24941367458958064,0.42513864833411785,0.30441535783658613,0.33635153226992665,0.27772414736159073,0.3451935580279966,0.30850731690512506,0.3028670196802047,0.2517300049922482,0.428806794771273,0.3158547098748804,0.5127275150324053,0.3597101635418201,0.3989000359475151,0.2516202734695306,0.5329635359567443,0.3487214435685678,disco
0.11935453149187307,0.03534314721814046,2284.177946696427,349.0505923781872,0.2543547006075965,0.057021640712581215,2228.617356336895,162.2192737549151,4929.320193075174,647.6463754236341,-18.73201522199385,31.103672520248605,100.01836480297172,11.610054046034566,-26.377659675506614,13.241593813094998,50.68135762878985,7.777747879361997,-15.821592678734023,7.249860488241879,29.62438158427968,8.035082064965666,-18.659113428356477,7.7317256039787265,26.464705583849927,5.444536179317847,-11.65432069559031,6.94165383937352,15.173588517649623,6.992450510731372,0.16109928752269723,5.938841942944651,0.006789218400815507,2.067483600414319,-0.02684148911591446,2.5908438733722923,-0.005025017525403884,1.4674478940314146,-0.006526218505933788,1.5243636383659425,-0.011202720701391737,1.512232483752952,-0.012110771981483158,1.4862767182013663,-0.0018828911524793658,0.8689049182986005,-0.013265042498544861,1.2030812689788677,0.00813891397651801,1.1177505801621261,0.5675461032130862,0.32233680239715884,0.32564487195813063,0.20190760415951006,0.4009950454072917,0.2843954817281635,0.30168208133879093,0.22216123722004008,0.3909144443358892,0.23598881463380933,0.6961370385006854,0.2853548898889496,0.3682318524148996,0.2188090562951815,0.31701085515228034,0.2167918510136972,0.32395942989684895,0.21507469949244945,0.47171838944143507,0.27364007742282676,0.548711213575901,0.34978133337010925,0.3725741680916226,0.20446601368837375,blues
0.10834023679373066,0.05006154815421114,2928.4003855957076,761.6090826556805,0.22129915592378877,0.09014635169793787,3206.127832739323,357.463426622432,7054.657341452206,1723.3746497793752,-48.39475480500816,56.260839353320016,78.41805306270764,25.55667513700845,15.57232208776031,20.074674233696307,8.98418798701313,19.142901797048687,9.343998031258215,14.088208672516084,2.725349563643936,17.130581559282195,11.270858397286373,9.358153582721066,-0.12061249779612288,12.371801282285249,11.249674320428548,9.218402591104796,1.6436586284104608,9.55771473124128,0.05185199789299223,9.242888636989447,0.13486126403471357,3.285315736873851,0.04880729149998203,3.0333177078836577,0.05865184914444331,2.416402101613637,0.10833421544367938,2.017615908778802,0.00047609758716157346,2.3197431939807056,-0.016518730168150097,1.435114904850431,-0.04465884223454935,1.698742190621772,-0.022507245029573655,1.559680387229898,0.028843118399637536,1.556336662765484,0.3813807904726073,0.3213139461715487,0.39449240987465917,0.2914034566829159,0.4772980700148956,0.3327678708247706,0.3402048410284088,0.26662050635632784,0.3151811360882166,0.26569160926832275,0.3781839570410091,0.3147896251123824,0.41502395213560717,0.28969153824323546,0.5625157446187636,0.3627409397729836,0.39685388378776976,0.2826818565796703,0.39833969066507724,0.29937327788480395,0.45766539472060125,0.3379283583002718,0.3679261995478023,0.26338675204931633,pop
0.06484994799729102,0.02817336305465165,1505.0065312780341,352.3997190651637,0.0982927065804001,0.0328771462096086,1878.5440089643876,265.6528074118293,2911.849059113777,756.670611693028,-166.710067725403,43.89548145613072,130.69397895033515,18.487186300890112,-16.287691476498225,17.117893528970285,29.570655490776332,11.774487854811152,8.836732983012501,10.730446576907541,-2.6573732664848997,10.618949073787515,-3.4786735495246783,8.739535824853983,-6.7116074980620075,7.327524798710971,-4.8118242682087535,11.337508200083715,2.6093833203378476,7.83972354778551,0.01972208459841393,6.627114117553982,-0.03075559060709211,3.0218968642867567,0.007803805779388907,2.161216414237712,-0.06499601286387607,1.6970093701593416,-0.02149304586834629,1.4196313283551512,-0.025422543526955825,1.477447560382276,-0.04307352714730721,1.1313470091989812,-0.031235154770421377,1.0646304625094474,-0.018878886099971813,1.3449850674795114,-0.014879391723292255,1.2448032335427577,0.187968994234184,0.2601729881586005,0.2715529914074592,0.262712072212762,0.45404394366562184,0.34239855821521714,0.26418067899679665,0.20853625671691245,0.2696082295522659,0.2954382937697098,0.2633320503776616,0.25462767810902004,0.42797309778062714,0.33285662923319664,0.4263167904369856,0.2966282248510489,0.2916447430699141,0.25174072573376355,0.4060064241601494,0.36490638925197255,0.29521552986903665,0.2970418507212142,0.19940196250885403,0.21094812426921009,country
0.11358737059791021,0.06136711046200462,2430.1170721099843,671.1470126904036,0.1226536543584276,0.04011292431118016,2453.7277029177662,305.8737659803235,5411.150612845879,1283.450995897231,-92.20556272313736,44.074874579228954,100.17968766239036,22.517189366272813,-5.197303510025928,16.674695344467885,40.66315685743149,14.292166764499063,-16.831778056446705,12.253437609069982,23.52527628852856,10.157729614002246,-21.846333332106056,10.624646897309464,15.96249114486732,9.5960021474737,-24.325703167324832,7.925657859551024,17.371260548985042,8.028118485313476,0.027676410549219363,7.448004422307293,-0.0294040744967799,4.215443861503603,0.015626293640214686,2.850915709537804,0.07552779524698104,2.7017753572465337,0.03926044185256626,2.2949968885090604,0.011874466874253224,1.929206840560649,0.023988067326006182,2.0766737594574782,0.049109564148013596,1.7964404629910804,-0.00992870324480689,1.4208009709935172,0.013205359127637772,1.5730778889163535,0.3944038056102423,0.2023043956719104,0.4552462452218144,0.2631136819319605,0.4919446691317086,0.2726040664923371,0.46948561373371456,0.2567881841574887,0.5381531477458891,0.33312178192004216,0.5204586461186409,0.22874454121358917,0.6760371555502155,0.3255592803393319,0.48972436230364413,0.26633149377895216,0.3474593087454145,0.2493627224745381,0.360621696309224,0.2712381789264926,0.3869976458938406,0.23370860285198478,0.5327084831858844,0.2739686288019551,disco
0.13698783378482973,0.047702774435157136,2169.2576940777185,352.0605315216582,0.16957795908876433,0.06178925523026247,1926.623334376672,271.6025450239324,4181.441382062693,786.0935045241006,-78.08889208872436,52.921016146952745,105.99249611255185,19.324209149829436,-45.659183977004545,18.770465467169288,60.876096394086034,21.23568496454308,-8.76824075908576,14.513211023675728,20.82993207394431,11.132068650281573,-13.350304647265204,12.393102694444398,17.967774105745573,12.012582521986195,-11.639887781323571,7.58054677931258,13.405326949023056,9.201922529581983,-0.06186021937795514,10.057717921976561,0.0026047240233412097,3.4567276753414142,0.05073295984901603,3.145200323110979,0.03945996442769334,2.632152659622806,-0.02797185665359807,2.210007675593494,0.007975266917483253,2.090438610479456,0.04595737470690184,1.7572650019200509,-0.00018495983219252835,1.8511751452023844,0.004744056482727628,1.3056283309745857,0.02809046207506919,1.610036811930464,0.44154257115680184,0.2843724786585564,0.4718794157071149,0.314851479745837,0.41590383475294607,0.2920253676313654,0.4190175859617998,0.3019044232579697,0.2988647687473787,0.23380670852106014,0.3545832134892835,0.27081202483733935,0.48362091568229437,0.332770043729023,0.36065857342066643,0.25312107685389507,0.411776226864848,0.3192307927415698,0.3343160223502712,0.2652735400073022,0.3780103038027652,0.28006614530900475,0.4085873109295722,0.30822965683268166,blues
0.13386615953947367,0.03389036350275516,2286.2544654354188,413.41124345026,0.15609617078036717,0.03107849957269901,2094.069361186879,281.907565407891,4576.588992659153,969.5106276773744,-51.86049029784675,28.257010380580567,105.82569807306531,15.49395845038531,-41.77514118371364,15.133216625403504,50.38380928157653,10.828488131613629,-17.46125079193167,8.967389581064692,25.646028169537477,7.2741367986862775,-17.85287759612219,8.328065127674154,19.802745132438908,6.601862584267906,-19.514889204188396,8.134710091282708,17.397612395670393,6.603116545836616,-0.0818439429963221,5.698425584567255,0.04405050190027238,3.0941903746380954,-0.03175791153297169,2.659750930338817,-0.0050950653565580446,1.856580302134372,-0.025010766295248343,1.4775450150728648,-0.021025553044820514,1.2192830394733805,0.005297720256397045,1.504291052240973,-0.020043507755565352,1.189338518315955,0.008130546677252133,1.3244979979450702,-0.01838718301305928,1.0234093581809451,0.2569773862536293,0.17281821608532688,0.44561789153668535,0.24605148992660975,0.5906495543733101,0.3172885735016754,0.35943357926438746,0.19093836343437362,0.43722315228345227,0.32563000258417885,0.3465459635135236,0.2335614955615077,0.4430503926986696,0.31310899957983745,0.35936239618957966,0.26965510017567657,0.392846220905313,0.25966334477374636,0.5346877785001654,0.3231861753029185,0.29926803404747887,0.20122592679531714,0.3213830914480998,0.2792471575317309,rock
0.1285540223490712,0.04744527819728241,2815.6721009768967,604.0466964476977,0.258794468830429,0.041523090935118405,2544.0870312142274,308.6273391629554,5909.564265673374,1064.1244695086104,-9.240141479857842,37.76013344175622,72.73065567902367,19.599703410601776,-16.214632100318976,15.635468367481629,58.367168376320286,14.63368331334908,-2.5863014065859486,8.478685141884513,35.88158668693005,10.13609982449159,-8.764724674954687,9.551398126444347,33.68527534299591,9.761098749536698,-8.706236576655701,8.31654024927124,20.476965155579357,7.44213536897101,-0.031750239945094655,7.352881366729491,-0.02981319409743205,3.6967473593250664,0.011907279740113639,2.842457884039082,0.006199907005624701,2.7217466674043895,0.020052856156939854,1.652544963947874,0.010666741379363687,1.8668851884348454,0.0028917676806680557,1.981951574181186,0.014271625147515406,1.7755036989014275,0.002790270425125541,1.5543389999046586,0.007507997215680429,1.3458218583218922,0.56243045234205,0.2680104857378074,0.556531434411604,0.26238728885819085,0.5882834091886371,0.22030537216400709,0.6550387280701945,0.276347873714643,0.5523232525566322,0.2500306792348205,0.41915455288123976,0.22908315023062933,0.45724992038272666,0.26110295709438913,0.5487824940114014,0.26785592060562174,0.47818208070062446,0.25018345138300097,0.4580307054468906,0.22889831169615946,0.5878740294314575,0.2950283090244732,0.5500425711625916,0.26876985940261583,metal
